filename,datapoints,trajectory_len,mode,freq,hd_frac,shd_frac,prec,rec,f1
ds_NumPoints24_Len3_Async_Freq3.txt,24,3,Async,3,0.166667,0.285714,0.857143,0.545455,0.666667
ds_NumPoints24_Len3_Sync_Freq1.txt,24,3,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints24_Len3_Sync_Freq2.txt,24,3,Sync,2,0.555556,0.666667,0.153846,0.181818,0.166667
ds_NumPoints24_Len3_Sync_Freq3.txt,24,3,Sync,3,0.416667,0.571429,0.333333,0.363636,0.347826
ds_NumPoints24_Len6_Async_Freq1.txt,24,6,Async,1,0.111111,0.190476,0.818182,0.818182,0.818182
ds_NumPoints24_Len6_Async_Freq2.txt,24,6,Async,2,0.111111,0.190476,1.000000,0.636364,0.777778
ds_NumPoints24_Len6_Async_Freq3.txt,24,6,Async,3,0.194444,0.333333,0.700000,0.636364,0.666667
ds_NumPoints24_Len6_Sync_Freq1.txt,24,6,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints24_Len6_Sync_Freq2.txt,24,6,Sync,2,0.527778,0.619048,0.214286,0.272727,0.240000
ds_NumPoints24_Len6_Sync_Freq3.txt,24,6,Sync,3,0.500000,0.666667,0.266667,0.363636,0.307692
ds_NumPoints24_Len9_Async_Freq1.txt,24,9,Async,1,0.111111,0.142857,0.769231,0.909091,0.833333
ds_NumPoints24_Len9_Async_Freq2.txt,24,9,Async,2,0.083333,0.142857,0.833333,0.909091,0.869565
ds_NumPoints24_Len9_Async_Freq3.txt,24,9,Async,3,0.055556,0.095238,0.846154,1.000000,0.916667
ds_NumPoints24_Len9_Sync_Freq1.txt,24,9,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints24_Len9_Sync_Freq2.txt,24,9,Sync,2,0.555556,0.619048,0.200000,0.272727,0.230769
ds_NumPoints24_Len9_Sync_Freq3.txt,24,9,Sync,3,0.500000,0.619048,0.266667,0.363636,0.307692
ds_NumPoints27_Len12_Async_Freq1.txt,27,12,Async,1,0.166667,0.285714,0.666667,0.909091,0.769231
ds_NumPoints27_Len12_Async_Freq2.txt,27,12,Async,2,0.138889,0.238095,0.687500,1.000000,0.814815
ds_NumPoints27_Len12_Async_Freq3.txt,27,12,Async,3,0.138889,0.238095,0.714286,0.909091,0.800000
ds_NumPoints27_Len12_Sync_Freq1.txt,27,12,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints27_Len12_Sync_Freq2.txt,27,12,Sync,2,0.555556,0.619048,0.200000,0.272727,0.230769
ds_NumPoints27_Len12_Sync_Freq3.txt,27,12,Sync,3,0.444444,0.523810,0.352941,0.545455,0.428571
ds_NumPoints27_Len15_Async_Freq1.txt,27,15,Async,1,0.277778,0.476190,0.533333,0.727273,0.615385
ds_NumPoints27_Len15_Async_Freq2.txt,27,15,Async,2,0.083333,0.142857,0.785714,1.000000,0.880000
ds_NumPoints27_Len15_Async_Freq3.txt,27,15,Async,3,0.194444,0.333333,0.642857,0.818182,0.720000
ds_NumPoints27_Len15_Sync_Freq1.txt,27,15,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints27_Len15_Sync_Freq2.txt,27,15,Sync,2,0.611111,0.619048,0.176471,0.272727,0.214286
ds_NumPoints27_Len15_Sync_Freq3.txt,27,15,Sync,3,0.361111,0.476190,0.444444,0.727273,0.551724
ds_NumPoints27_Len18_Async_Freq1.txt,27,18,Async,1,0.250000,0.380952,0.562500,0.818182,0.666667
ds_NumPoints27_Len18_Async_Freq2.txt,27,18,Async,2,0.194444,0.285714,0.625000,0.909091,0.740741
ds_NumPoints27_Len18_Async_Freq3.txt,27,18,Async,3,0.166667,0.238095,0.666667,0.909091,0.769231
ds_NumPoints27_Len18_Sync_Freq1.txt,27,18,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints27_Len18_Sync_Freq2.txt,27,18,Sync,2,0.527778,0.619048,0.250000,0.363636,0.296296
ds_NumPoints27_Len18_Sync_Freq3.txt,27,18,Sync,3,0.472222,0.523810,0.312500,0.454545,0.370370
ds_NumPoints27_Len21_Async_Freq1.txt,27,21,Async,1,0.194444,0.333333,0.611111,1.000000,0.758621
ds_NumPoints27_Len21_Async_Freq2.txt,27,21,Async,2,0.138889,0.238095,0.687500,1.000000,0.814815
ds_NumPoints27_Len21_Async_Freq3.txt,27,21,Async,3,0.194444,0.333333,0.625000,0.909091,0.740741
ds_NumPoints27_Len21_Sync_Freq1.txt,27,21,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints27_Len21_Sync_Freq2.txt,27,21,Sync,2,0.500000,0.619048,0.266667,0.363636,0.307692
ds_NumPoints27_Len21_Sync_Freq3.txt,27,21,Sync,3,0.416667,0.571429,0.375000,0.545455,0.444444
ds_NumPoints27_Len24_Async_Freq1.txt,27,24,Async,1,0.222222,0.380952,0.578947,1.000000,0.733333
ds_NumPoints27_Len24_Async_Freq2.txt,27,24,Async,2,0.222222,0.285714,0.588235,0.909091,0.714286
ds_NumPoints27_Len24_Async_Freq3.txt,27,24,Async,3,0.222222,0.380952,0.588235,0.909091,0.714286
ds_NumPoints27_Len24_Sync_Freq1.txt,27,24,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints27_Len24_Sync_Freq2.txt,27,24,Sync,2,0.583333,0.619048,0.187500,0.272727,0.222222
ds_NumPoints27_Len24_Sync_Freq3.txt,27,24,Sync,3,0.444444,0.523810,0.333333,0.454545,0.384615
ds_NumPoints27_Len27_Async_Freq1.txt,27,27,Async,1,0.250000,0.428571,0.555556,0.909091,0.689655
ds_NumPoints27_Len27_Async_Freq2.txt,27,27,Async,2,0.194444,0.285714,0.611111,1.000000,0.758621
ds_NumPoints27_Len27_Async_Freq3.txt,27,27,Async,3,0.166667,0.285714,0.647059,1.000000,0.785714
ds_NumPoints27_Len27_Sync_Freq1.txt,27,27,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints27_Len27_Sync_Freq2.txt,27,27,Sync,2,0.583333,0.619048,0.187500,0.272727,0.222222
ds_NumPoints27_Len27_Sync_Freq3.txt,27,27,Sync,3,0.444444,0.571429,0.380952,0.727273,0.500000
ds_NumPoints27_Len30_Async_Freq1.txt,27,30,Async,1,0.250000,0.428571,0.550000,1.000000,0.709677
ds_NumPoints27_Len30_Async_Freq2.txt,27,30,Async,2,0.166667,0.285714,0.647059,1.000000,0.785714
ds_NumPoints27_Len30_Async_Freq3.txt,27,30,Async,3,0.166667,0.238095,0.647059,1.000000,0.785714
ds_NumPoints27_Len30_Sync_Freq1.txt,27,30,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints27_Len30_Sync_Freq2.txt,27,30,Sync,2,0.500000,0.619048,0.266667,0.363636,0.307692
ds_NumPoints27_Len30_Sync_Freq3.txt,27,30,Sync,3,0.361111,0.428571,0.444444,0.727273,0.551724
ds_NumPoints27_Len33_Async_Freq1.txt,27,33,Async,1,0.250000,0.380952,0.550000,1.000000,0.709677
ds_NumPoints27_Len33_Async_Freq2.txt,27,33,Async,2,0.222222,0.380952,0.600000,0.818182,0.692308
ds_NumPoints27_Len33_Async_Freq3.txt,27,33,Async,3,0.138889,0.238095,0.687500,1.000000,0.814815
ds_NumPoints27_Len33_Sync_Freq1.txt,27,33,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints27_Len33_Sync_Freq2.txt,27,33,Sync,2,0.527778,0.619048,0.250000,0.363636,0.296296
ds_NumPoints27_Len33_Sync_Freq3.txt,27,33,Sync,3,0.388889,0.571429,0.400000,0.545455,0.461538
ds_NumPoints27_Len36_Async_Freq1.txt,27,36,Async,1,0.194444,0.333333,0.611111,1.000000,0.758621
ds_NumPoints27_Len36_Async_Freq2.txt,27,36,Async,2,0.194444,0.285714,0.611111,1.000000,0.758621
ds_NumPoints27_Len36_Async_Freq3.txt,27,36,Async,3,0.166667,0.285714,0.647059,1.000000,0.785714
ds_NumPoints27_Len36_Sync_Freq1.txt,27,36,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints27_Len36_Sync_Freq2.txt,27,36,Sync,2,0.527778,0.619048,0.250000,0.363636,0.296296
ds_NumPoints27_Len36_Sync_Freq3.txt,27,36,Sync,3,0.416667,0.523810,0.375000,0.545455,0.444444
ds_NumPoints27_Len39_Async_Freq1.txt,27,39,Async,1,0.250000,0.428571,0.555556,0.909091,0.689655
ds_NumPoints27_Len39_Async_Freq2.txt,27,39,Async,2,0.138889,0.238095,0.687500,1.000000,0.814815
ds_NumPoints27_Len39_Async_Freq3.txt,27,39,Async,3,0.222222,0.380952,0.588235,0.909091,0.714286
ds_NumPoints27_Len39_Sync_Freq1.txt,27,39,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints27_Len39_Sync_Freq2.txt,27,39,Sync,2,0.527778,0.619048,0.250000,0.363636,0.296296
ds_NumPoints27_Len39_Sync_Freq3.txt,27,39,Sync,3,0.444444,0.523810,0.333333,0.454545,0.384615
ds_NumPoints27_Len3_Async_Freq1.txt,27,3,Async,1,0.250000,0.380952,0.750000,0.272727,0.400000
ds_NumPoints27_Len3_Async_Freq2.txt,27,3,Async,2,0.277778,0.428571,1.000000,0.090909,0.166667
ds_NumPoints27_Len3_Async_Freq3.txt,27,3,Async,3,0.250000,0.380952,1.000000,0.181818,0.307692
ds_NumPoints27_Len3_Sync_Freq1.txt,27,3,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints27_Len3_Sync_Freq2.txt,27,3,Sync,2,0.472222,0.571429,0.250000,0.272727,0.260870
ds_NumPoints27_Len3_Sync_Freq3.txt,27,3,Sync,3,0.444444,0.619048,0.307692,0.363636,0.333333
ds_NumPoints27_Len6_Async_Freq1.txt,27,6,Async,1,0.222222,0.285714,0.636364,0.636364,0.636364
ds_NumPoints27_Len6_Async_Freq2.txt,27,6,Async,2,0.222222,0.333333,0.666667,0.545455,0.600000
ds_NumPoints27_Len6_Async_Freq3.txt,27,6,Async,3,0.083333,0.142857,0.900000,0.818182,0.857143
ds_NumPoints27_Len6_Sync_Freq1.txt,27,6,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints27_Len6_Sync_Freq2.txt,27,6,Sync,2,0.555556,0.619048,0.200000,0.272727,0.230769
ds_NumPoints27_Len6_Sync_Freq3.txt,27,6,Sync,3,0.361111,0.523810,0.416667,0.454545,0.434783
ds_NumPoints27_Len9_Async_Freq1.txt,27,9,Async,1,0.222222,0.380952,0.636364,0.636364,0.636364
ds_NumPoints27_Len9_Async_Freq2.txt,27,9,Async,2,0.111111,0.190476,0.769231,0.909091,0.833333
ds_NumPoints27_Len9_Async_Freq3.txt,27,9,Async,3,0.222222,0.380952,0.636364,0.636364,0.636364
ds_NumPoints27_Len9_Sync_Freq1.txt,27,9,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints27_Len9_Sync_Freq2.txt,27,9,Sync,2,0.583333,0.619048,0.187500,0.272727,0.222222
ds_NumPoints27_Len9_Sync_Freq3.txt,27,9,Sync,3,0.472222,0.619048,0.250000,0.272727,0.260870
ds_NumPoints30_Len12_Async_Freq1.txt,30,12,Async,1,0.138889,0.238095,0.714286,0.909091,0.800000
ds_NumPoints30_Len12_Async_Freq2.txt,30,12,Async,2,0.083333,0.142857,0.785714,1.000000,0.880000
ds_NumPoints30_Len12_Async_Freq3.txt,30,12,Async,3,0.138889,0.238095,0.714286,0.909091,0.800000
ds_NumPoints30_Len12_Sync_Freq1.txt,30,12,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints30_Len12_Sync_Freq2.txt,30,12,Sync,2,0.527778,0.619048,0.250000,0.363636,0.296296
ds_NumPoints30_Len12_Sync_Freq3.txt,30,12,Sync,3,0.444444,0.619048,0.307692,0.363636,0.333333
ds_NumPoints30_Len15_Async_Freq1.txt,30,15,Async,1,0.194444,0.285714,0.642857,0.818182,0.720000
ds_NumPoints30_Len15_Async_Freq2.txt,30,15,Async,2,0.194444,0.285714,0.625000,0.909091,0.740741
ds_NumPoints30_Len15_Async_Freq3.txt,30,15,Async,3,0.111111,0.190476,0.733333,1.000000,0.846154
ds_NumPoints30_Len15_Sync_Freq1.txt,30,15,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints30_Len15_Sync_Freq2.txt,30,15,Sync,2,0.583333,0.619048,0.187500,0.272727,0.222222
ds_NumPoints30_Len15_Sync_Freq3.txt,30,15,Sync,3,0.333333,0.476190,0.470588,0.727273,0.571429
ds_NumPoints30_Len18_Async_Freq1.txt,30,18,Async,1,0.194444,0.333333,0.611111,1.000000,0.758621
ds_NumPoints30_Len18_Async_Freq2.txt,30,18,Async,2,0.138889,0.238095,0.687500,1.000000,0.814815
ds_NumPoints30_Len18_Async_Freq3.txt,30,18,Async,3,0.111111,0.190476,0.733333,1.000000,0.846154
ds_NumPoints30_Len18_Sync_Freq1.txt,30,18,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints30_Len18_Sync_Freq2.txt,30,18,Sync,2,0.500000,0.619048,0.266667,0.363636,0.307692
ds_NumPoints30_Len18_Sync_Freq3.txt,30,18,Sync,3,0.472222,0.523810,0.333333,0.545455,0.413793
ds_NumPoints30_Len21_Async_Freq1.txt,30,21,Async,1,0.138889,0.238095,0.687500,1.000000,0.814815
ds_NumPoints30_Len21_Async_Freq2.txt,30,21,Async,2,0.166667,0.285714,0.647059,1.000000,0.785714
ds_NumPoints30_Len21_Async_Freq3.txt,30,21,Async,3,0.166667,0.285714,0.647059,1.000000,0.785714
ds_NumPoints30_Len21_Sync_Freq1.txt,30,21,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints30_Len21_Sync_Freq2.txt,30,21,Sync,2,0.527778,0.619048,0.250000,0.363636,0.296296
ds_NumPoints30_Len21_Sync_Freq3.txt,30,21,Sync,3,0.388889,0.476190,0.421053,0.727273,0.533333
ds_NumPoints30_Len24_Async_Freq1.txt,30,24,Async,1,0.166667,0.285714,0.647059,1.000000,0.785714
ds_NumPoints30_Len24_Async_Freq2.txt,30,24,Async,2,0.194444,0.333333,0.611111,1.000000,0.758621
ds_NumPoints30_Len24_Async_Freq3.txt,30,24,Async,3,0.166667,0.285714,0.647059,1.000000,0.785714
ds_NumPoints30_Len24_Sync_Freq1.txt,30,24,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints30_Len24_Sync_Freq2.txt,30,24,Sync,2,0.583333,0.619048,0.187500,0.272727,0.222222
ds_NumPoints30_Len24_Sync_Freq3.txt,30,24,Sync,3,0.444444,0.571429,0.352941,0.545455,0.428571
ds_NumPoints30_Len27_Async_Freq1.txt,30,27,Async,1,0.222222,0.380952,0.578947,1.000000,0.733333
ds_NumPoints30_Len27_Async_Freq2.txt,30,27,Async,2,0.166667,0.285714,0.647059,1.000000,0.785714
ds_NumPoints30_Len27_Async_Freq3.txt,30,27,Async,3,0.166667,0.238095,0.666667,0.909091,0.769231
ds_NumPoints30_Len27_Sync_Freq1.txt,30,27,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints30_Len27_Sync_Freq2.txt,30,27,Sync,2,0.527778,0.619048,0.250000,0.363636,0.296296
ds_NumPoints30_Len27_Sync_Freq3.txt,30,27,Sync,3,0.416667,0.571429,0.357143,0.454545,0.400000
ds_NumPoints30_Len30_Async_Freq1.txt,30,30,Async,1,0.277778,0.476190,0.526316,0.909091,0.666667
ds_NumPoints30_Len30_Async_Freq2.txt,30,30,Async,2,0.194444,0.333333,0.611111,1.000000,0.758621
ds_NumPoints30_Len30_Async_Freq3.txt,30,30,Async,3,0.166667,0.285714,0.647059,1.000000,0.785714
ds_NumPoints30_Len30_Sync_Freq1.txt,30,30,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints30_Len30_Sync_Freq2.txt,30,30,Sync,2,0.500000,0.619048,0.266667,0.363636,0.307692
ds_NumPoints30_Len30_Sync_Freq3.txt,30,30,Sync,3,0.416667,0.523810,0.375000,0.545455,0.444444
ds_NumPoints30_Len33_Async_Freq1.txt,30,33,Async,1,0.333333,0.523810,0.473684,0.818182,0.600000
ds_NumPoints30_Len33_Async_Freq2.txt,30,33,Async,2,0.222222,0.380952,0.578947,1.000000,0.733333
ds_NumPoints30_Len33_Async_Freq3.txt,30,33,Async,3,0.222222,0.380952,0.578947,1.000000,0.733333
ds_NumPoints30_Len33_Sync_Freq1.txt,30,33,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints30_Len33_Sync_Freq2.txt,30,33,Sync,2,0.444444,0.571429,0.333333,0.454545,0.384615
ds_NumPoints30_Len33_Sync_Freq3.txt,30,33,Sync,3,0.388889,0.476190,0.400000,0.545455,0.461538
ds_NumPoints30_Len36_Async_Freq1.txt,30,36,Async,1,0.194444,0.285714,0.611111,1.000000,0.758621
ds_NumPoints30_Len36_Async_Freq2.txt,30,36,Async,2,0.194444,0.333333,0.611111,1.000000,0.758621
ds_NumPoints30_Len36_Async_Freq3.txt,30,36,Async,3,0.333333,0.523810,0.473684,0.818182,0.600000
ds_NumPoints30_Len36_Sync_Freq1.txt,30,36,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints30_Len36_Sync_Freq2.txt,30,36,Sync,2,0.583333,0.619048,0.187500,0.272727,0.222222
ds_NumPoints30_Len36_Sync_Freq3.txt,30,36,Sync,3,0.388889,0.476190,0.428571,0.818182,0.562500
ds_NumPoints30_Len39_Async_Freq1.txt,30,39,Async,1,0.277778,0.380952,0.523810,1.000000,0.687500
ds_NumPoints30_Len39_Async_Freq2.txt,30,39,Async,2,0.194444,0.285714,0.611111,1.000000,0.758621
ds_NumPoints30_Len39_Async_Freq3.txt,30,39,Async,3,0.222222,0.380952,0.588235,0.909091,0.714286
ds_NumPoints30_Len39_Sync_Freq1.txt,30,39,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints30_Len39_Sync_Freq2.txt,30,39,Sync,2,0.527778,0.619048,0.250000,0.363636,0.296296
ds_NumPoints30_Len39_Sync_Freq3.txt,30,39,Sync,3,0.361111,0.428571,0.444444,0.727273,0.551724
ds_NumPoints30_Len3_Async_Freq1.txt,30,3,Async,1,0.305556,0.476190,0.500000,0.272727,0.352941
ds_NumPoints30_Len3_Async_Freq2.txt,30,3,Async,2,0.194444,0.285714,1.000000,0.363636,0.533333
ds_NumPoints30_Len3_Async_Freq3.txt,30,3,Async,3,0.305556,0.428571,0.500000,0.363636,0.421053
ds_NumPoints30_Len3_Sync_Freq1.txt,30,3,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints30_Len3_Sync_Freq2.txt,30,3,Sync,2,0.500000,0.619048,0.230769,0.272727,0.250000
ds_NumPoints30_Len3_Sync_Freq3.txt,30,3,Sync,3,0.361111,0.523810,0.400000,0.363636,0.380952
ds_NumPoints30_Len6_Async_Freq1.txt,30,6,Async,1,0.055556,0.095238,1.000000,0.818182,0.900000
ds_NumPoints30_Len6_Async_Freq2.txt,30,6,Async,2,0.055556,0.095238,0.909091,0.909091,0.909091
ds_NumPoints30_Len6_Async_Freq3.txt,30,6,Async,3,0.027778,0.047619,0.916667,1.000000,0.956522
ds_NumPoints30_Len6_Sync_Freq1.txt,30,6,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints30_Len6_Sync_Freq2.txt,30,6,Sync,2,0.500000,0.619048,0.266667,0.363636,0.307692
ds_NumPoints30_Len6_Sync_Freq3.txt,30,6,Sync,3,0.472222,0.619048,0.285714,0.363636,0.320000
ds_NumPoints30_Len9_Async_Freq1.txt,30,9,Async,1,0.305556,0.476190,0.500000,0.636364,0.560000
ds_NumPoints30_Len9_Async_Freq2.txt,30,9,Async,2,0.083333,0.142857,0.785714,1.000000,0.880000
ds_NumPoints30_Len9_Async_Freq3.txt,30,9,Async,3,0.055556,0.095238,0.846154,1.000000,0.916667
ds_NumPoints30_Len9_Sync_Freq1.txt,30,9,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints30_Len9_Sync_Freq2.txt,30,9,Sync,2,0.583333,0.619048,0.187500,0.272727,0.222222
ds_NumPoints30_Len9_Sync_Freq3.txt,30,9,Sync,3,0.388889,0.523810,0.400000,0.545455,0.461538
ds_NumPoints33_Len12_Async_Freq1.txt,33,12,Async,1,0.250000,0.380952,0.562500,0.818182,0.666667
ds_NumPoints33_Len12_Async_Freq2.txt,33,12,Async,2,0.111111,0.190476,0.733333,1.000000,0.846154
ds_NumPoints33_Len12_Async_Freq3.txt,33,12,Async,3,0.083333,0.142857,0.785714,1.000000,0.880000
ds_NumPoints33_Len12_Sync_Freq1.txt,33,12,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints33_Len12_Sync_Freq2.txt,33,12,Sync,2,0.611111,0.619048,0.176471,0.272727,0.214286
ds_NumPoints33_Len12_Sync_Freq3.txt,33,12,Sync,3,0.361111,0.428571,0.444444,0.727273,0.551724
ds_NumPoints33_Len15_Async_Freq1.txt,33,15,Async,1,0.222222,0.333333,0.578947,1.000000,0.733333
ds_NumPoints33_Len15_Async_Freq2.txt,33,15,Async,2,0.138889,0.238095,0.687500,1.000000,0.814815
ds_NumPoints33_Len15_Async_Freq3.txt,33,15,Async,3,0.222222,0.380952,0.588235,0.909091,0.714286
ds_NumPoints33_Len15_Sync_Freq1.txt,33,15,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints33_Len15_Sync_Freq2.txt,33,15,Sync,2,0.583333,0.619048,0.187500,0.272727,0.222222
ds_NumPoints33_Len15_Sync_Freq3.txt,33,15,Sync,3,0.388889,0.523810,0.384615,0.454545,0.416667
ds_NumPoints33_Len18_Async_Freq1.txt,33,18,Async,1,0.333333,0.523810,0.476190,0.909091,0.625000
ds_NumPoints33_Len18_Async_Freq2.txt,33,18,Async,2,0.222222,0.380952,0.600000,0.818182,0.692308
ds_NumPoints33_Len18_Async_Freq3.txt,33,18,Async,3,0.166667,0.238095,0.647059,1.000000,0.785714
ds_NumPoints33_Len18_Sync_Freq1.txt,33,18,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints33_Len18_Sync_Freq2.txt,33,18,Sync,2,0.527778,0.619048,0.250000,0.363636,0.296296
ds_NumPoints33_Len18_Sync_Freq3.txt,33,18,Sync,3,0.388889,0.476190,0.411765,0.636364,0.500000
ds_NumPoints33_Len21_Async_Freq1.txt,33,21,Async,1,0.222222,0.380952,0.588235,0.909091,0.714286
ds_NumPoints33_Len21_Async_Freq2.txt,33,21,Async,2,0.194444,0.333333,0.611111,1.000000,0.758621
ds_NumPoints33_Len21_Async_Freq3.txt,33,21,Async,3,0.222222,0.380952,0.588235,0.909091,0.714286
ds_NumPoints33_Len21_Sync_Freq1.txt,33,21,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints33_Len21_Sync_Freq2.txt,33,21,Sync,2,0.527778,0.619048,0.250000,0.363636,0.296296
ds_NumPoints33_Len21_Sync_Freq3.txt,33,21,Sync,3,0.333333,0.476190,0.476190,0.909091,0.625000
ds_NumPoints33_Len24_Async_Freq1.txt,33,24,Async,1,0.166667,0.285714,0.647059,1.000000,0.785714
ds_NumPoints33_Len24_Async_Freq2.txt,33,24,Async,2,0.222222,0.380952,0.588235,0.909091,0.714286
ds_NumPoints33_Len24_Async_Freq3.txt,33,24,Async,3,0.138889,0.190476,0.687500,1.000000,0.814815
ds_NumPoints33_Len24_Sync_Freq1.txt,33,24,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints33_Len24_Sync_Freq2.txt,33,24,Sync,2,0.527778,0.619048,0.250000,0.363636,0.296296
ds_NumPoints33_Len24_Sync_Freq3.txt,33,24,Sync,3,0.444444,0.523810,0.333333,0.454545,0.384615
ds_NumPoints33_Len27_Async_Freq1.txt,33,27,Async,1,0.194444,0.333333,0.611111,1.000000,0.758621
ds_NumPoints33_Len27_Async_Freq2.txt,33,27,Async,2,0.194444,0.285714,0.611111,1.000000,0.758621
ds_NumPoints33_Len27_Async_Freq3.txt,33,27,Async,3,0.194444,0.333333,0.611111,1.000000,0.758621
ds_NumPoints33_Len27_Sync_Freq1.txt,33,27,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints33_Len27_Sync_Freq2.txt,33,27,Sync,2,0.555556,0.619048,0.235294,0.363636,0.285714
ds_NumPoints33_Len27_Sync_Freq3.txt,33,27,Sync,3,0.361111,0.428571,0.450000,0.818182,0.580645
ds_NumPoints33_Len30_Async_Freq1.txt,33,30,Async,1,0.277778,0.476190,0.526316,0.909091,0.666667
ds_NumPoints33_Len30_Async_Freq2.txt,33,30,Async,2,0.194444,0.333333,0.611111,1.000000,0.758621
ds_NumPoints33_Len30_Async_Freq3.txt,33,30,Async,3,0.250000,0.380952,0.555556,0.909091,0.689655
ds_NumPoints33_Len30_Sync_Freq1.txt,33,30,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints33_Len30_Sync_Freq2.txt,33,30,Sync,2,0.583333,0.619048,0.187500,0.272727,0.222222
ds_NumPoints33_Len30_Sync_Freq3.txt,33,30,Sync,3,0.361111,0.428571,0.444444,0.727273,0.551724
ds_NumPoints33_Len33_Async_Freq1.txt,33,33,Async,1,0.305556,0.476190,0.500000,0.909091,0.645161
ds_NumPoints33_Len33_Async_Freq2.txt,33,33,Async,2,0.194444,0.333333,0.611111,1.000000,0.758621
ds_NumPoints33_Len33_Async_Freq3.txt,33,33,Async,3,0.250000,0.380952,0.555556,0.909091,0.689655
ds_NumPoints33_Len33_Sync_Freq1.txt,33,33,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints33_Len33_Sync_Freq2.txt,33,33,Sync,2,0.500000,0.619048,0.266667,0.363636,0.307692
ds_NumPoints33_Len33_Sync_Freq3.txt,33,33,Sync,3,0.388889,0.476190,0.428571,0.818182,0.562500
ds_NumPoints33_Len36_Async_Freq1.txt,33,36,Async,1,0.194444,0.333333,0.611111,1.000000,0.758621
ds_NumPoints33_Len36_Async_Freq2.txt,33,36,Async,2,0.166667,0.285714,0.647059,1.000000,0.785714
ds_NumPoints33_Len36_Async_Freq3.txt,33,36,Async,3,0.166667,0.285714,0.647059,1.000000,0.785714
ds_NumPoints33_Len36_Sync_Freq1.txt,33,36,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints33_Len36_Sync_Freq2.txt,33,36,Sync,2,0.555556,0.619048,0.235294,0.363636,0.285714
ds_NumPoints33_Len36_Sync_Freq3.txt,33,36,Sync,3,0.416667,0.476190,0.400000,0.727273,0.516129
ds_NumPoints33_Len39_Async_Freq1.txt,33,39,Async,1,0.250000,0.428571,0.550000,1.000000,0.709677
ds_NumPoints33_Len39_Async_Freq2.txt,33,39,Async,2,0.333333,0.476190,0.476190,0.909091,0.625000
ds_NumPoints33_Len39_Async_Freq3.txt,33,39,Async,3,0.166667,0.285714,0.647059,1.000000,0.785714
ds_NumPoints33_Len39_Sync_Freq1.txt,33,39,Sync,1,0.000000,0.000000,1.000000,1.000000,1.000000
ds_NumPoints33_Len39_Sync_Freq2.txt,33,39,Sync,2,0.527778,0.619048,0.250000,0.363636,0.296296
ds_NumPoints33_Len39_Sync_Freq3.txt,33,39,Sync,3,0.472222,0.523810,0.312500,0.454545,0.370370
