nodes	mode	score	sf	ntraj	len	tf	hd_frac	shd_frac	precision	recall	f1
5	asynchronous	MDL	1	3	10	0.8	0.440000	0.533333	0.800000	0.285714	0.421053
5	asynchronous	BDE	1	3	10	0.8	0.480000	0.600000	0.750000	0.214286	0.333333
5	asynchronous	MDL	1	3	15	0.4	0.600000	0.666667	0.400000	0.142857	0.210526
5	asynchronous	BDE	1	3	15	0.4	0.600000	0.666667	0.400000	0.142857	0.210526
5	asynchronous	MDL	1	3	15	0.6	0.560000	0.733333	0.500000	0.214286	0.300000
5	asynchronous	BDE	1	3	15	0.6	0.600000	0.733333	0.400000	0.142857	0.210526
5	asynchronous	MDL	1	3	15	0.8	0.520000	0.666667	0.600000	0.214286	0.315789
5	asynchronous	BDE	1	3	15	0.8	0.520000	0.666667	0.600000	0.214286	0.315789
5	asynchronous	MDL	1	3	20	0.4	0.480000	0.600000	0.666667	0.285714	0.400000
5	asynchronous	BDE	1	3	20	0.4	0.520000	0.600000	0.600000	0.214286	0.315789
5	asynchronous	MDL	1	3	20	0.6	0.560000	0.600000	0.500000	0.214286	0.300000
5	asynchronous	BDE	1	3	20	0.6	0.520000	0.600000	0.600000	0.214286	0.315789
5	asynchronous	MDL	1	3	20	0.8	0.480000	0.600000	0.666667	0.285714	0.400000
5	asynchronous	BDE	1	3	20	0.8	0.520000	0.600000	0.600000	0.214286	0.315789
5	asynchronous	MDL	2	1	5	0.4	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	BDE	2	1	5	0.4	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	2	1	5	0.6	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	BDE	2	1	5	0.6	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	2	1	5	0.8	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	BDE	2	1	5	0.8	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	2	1	10	0.4	0.560000	0.666667	0.500000	0.071429	0.125000
5	asynchronous	BDE	2	1	10	0.4	0.600000	0.733333	0.000000	0.000000	0.000000
5	asynchronous	MDL	2	1	10	0.6	0.480000	0.600000	1.000000	0.142857	0.250000
5	asynchronous	BDE	2	1	10	0.6	0.520000	0.666667	1.000000	0.071429	0.133333
5	asynchronous	MDL	2	1	10	0.8	0.480000	0.600000	1.000000	0.142857	0.250000
5	asynchronous	BDE	2	1	10	0.8	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	2	1	15	0.4	0.560000	0.666667	0.500000	0.071429	0.125000
5	asynchronous	BDE	2	1	15	0.4	0.520000	0.600000	1.000000	0.071429	0.133333
5	asynchronous	MDL	2	1	15	0.6	0.480000	0.600000	1.000000	0.142857	0.250000
5	asynchronous	BDE	2	1	15	0.6	0.480000	0.600000	1.000000	0.142857	0.250000
5	asynchronous	MDL	2	1	15	0.8	0.560000	0.666667	0.500000	0.071429	0.125000
5	asynchronous	BDE	2	1	15	0.8	0.560000	0.666667	0.500000	0.071429	0.125000
5	asynchronous	MDL	2	1	20	0.4	0.600000	0.733333	0.333333	0.071429	0.117647
5	asynchronous	BDE	2	1	20	0.4	0.560000	0.666667	0.500000	0.071429	0.125000
5	asynchronous	MDL	2	1	20	0.6	0.440000	0.600000	1.000000	0.214286	0.352941
5	asynchronous	BDE	2	1	20	0.6	0.520000	0.600000	1.000000	0.071429	0.133333
5	asynchronous	MDL	2	1	20	0.8	0.560000	0.666667	0.500000	0.071429	0.125000
5	asynchronous	BDE	2	1	20	0.8	0.560000	0.666667	0.500000	0.071429	0.125000
5	asynchronous	MDL	2	2	5	0.4	0.520000	0.600000	1.000000	0.071429	0.133333
5	asynchronous	BDE	2	2	5	0.4	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	2	2	5	0.6	0.440000	0.600000	1.000000	0.214286	0.352941
5	asynchronous	BDE	2	2	5	0.6	0.480000	0.600000	1.000000	0.142857	0.250000
5	asynchronous	MDL	2	2	5	0.8	0.600000	0.733333	0.333333	0.071429	0.117647
5	asynchronous	BDE	2	2	5	0.8	0.600000	0.733333	0.333333	0.071429	0.117647
5	asynchronous	MDL	2	2	10	0.4	0.560000	0.666667	0.500000	0.142857	0.222222
5	asynchronous	BDE	2	2	10	0.4	0.560000	0.666667	0.500000	0.071429	0.125000
5	asynchronous	MDL	2	2	10	0.6	0.480000	0.600000	1.000000	0.142857	0.250000
5	asynchronous	BDE	2	2	10	0.6	0.480000	0.600000	1.000000	0.142857	0.250000
5	asynchronous	MDL	2	2	10	0.8	0.600000	0.733333	0.333333	0.071429	0.117647
5	asynchronous	BDE	2	2	10	0.8	0.560000	0.666667	0.500000	0.071429	0.125000
5	asynchronous	MDL	2	2	15	0.4	0.560000	0.733333	0.500000	0.214286	0.300000
5	asynchronous	BDE	2	2	15	0.4	0.600000	0.733333	0.400000	0.142857	0.210526
5	asynchronous	MDL	2	2	15	0.6	0.560000	0.666667	0.500000	0.142857	0.222222
5	asynchronous	BDE	2	2	15	0.6	0.560000	0.666667	0.500000	0.142857	0.222222
5	asynchronous	MDL	2	2	15	0.8	0.440000	0.600000	0.800000	0.285714	0.421053
5	asynchronous	BDE	2	2	15	0.8	0.480000	0.666667	0.750000	0.214286	0.333333
5	asynchronous	MDL	2	2	20	0.4	0.480000	0.666667	0.750000	0.214286	0.333333
5	asynchronous	BDE	2	2	20	0.4	0.480000	0.666667	0.750000	0.214286	0.333333
5	asynchronous	MDL	2	2	20	0.6	0.480000	0.600000	0.666667	0.285714	0.400000
5	asynchronous	BDE	2	2	20	0.6	0.560000	0.666667	0.500000	0.142857	0.222222
5	asynchronous	MDL	2	2	20	0.8	0.560000	0.666667	0.500000	0.142857	0.222222
5	asynchronous	BDE	2	2	20	0.8	0.560000	0.666667	0.500000	0.142857	0.222222
5	asynchronous	MDL	2	3	5	0.4	0.520000	0.666667	1.000000	0.071429	0.133333
5	asynchronous	BDE	2	3	5	0.4	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	2	3	5	0.6	0.600000	0.800000	0.333333	0.071429	0.117647
5	asynchronous	BDE	2	3	5	0.6	0.560000	0.733333	0.500000	0.071429	0.125000
5	asynchronous	MDL	2	3	5	0.8	0.600000	0.733333	0.000000	0.000000	0.000000
5	asynchronous	BDE	2	3	5	0.8	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	2	3	10	0.4	0.640000	0.733333	0.250000	0.071429	0.111111
5	asynchronous	BDE	2	3	10	0.4	0.600000	0.733333	0.333333	0.071429	0.117647
5	asynchronous	MDL	2	3	10	0.6	0.520000	0.733333	0.600000	0.214286	0.315789
5	asynchronous	BDE	2	3	10	0.6	0.600000	0.800000	0.333333	0.071429	0.117647
5	asynchronous	MDL	2	3	10	0.8	0.560000	0.666667	0.500000	0.142857	0.222222
5	asynchronous	BDE	2	3	10	0.8	0.600000	0.733333	0.333333	0.071429	0.117647
5	asynchronous	MDL	2	3	15	0.4	0.560000	0.666667	0.500000	0.142857	0.222222
5	asynchronous	BDE	2	3	15	0.4	0.560000	0.666667	0.500000	0.142857	0.222222
5	asynchronous	MDL	2	3	15	0.6	0.520000	0.666667	0.600000	0.214286	0.315789
5	asynchronous	BDE	2	3	15	0.6	0.560000	0.733333	0.500000	0.142857	0.222222
5	asynchronous	MDL	2	3	15	0.8	0.600000	0.733333	0.333333	0.071429	0.117647
5	asynchronous	BDE	2	3	15	0.8	0.600000	0.733333	0.333333	0.071429	0.117647
5	asynchronous	MDL	2	3	20	0.4	0.560000	0.666667	0.500000	0.214286	0.300000
5	asynchronous	BDE	2	3	20	0.4	0.600000	0.666667	0.400000	0.142857	0.210526
5	asynchronous	MDL	2	3	20	0.6	0.520000	0.666667	0.600000	0.214286	0.315789
5	asynchronous	BDE	2	3	20	0.6	0.520000	0.666667	0.600000	0.214286	0.315789
5	asynchronous	MDL	2	3	20	0.8	0.560000	0.666667	0.500000	0.142857	0.222222
5	asynchronous	BDE	2	3	20	0.8	0.600000	0.733333	0.333333	0.071429	0.117647
5	asynchronous	MDL	3	1	5	0.4	0.520000	0.666667	1.000000	0.071429	0.133333
5	asynchronous	BDE	3	1	5	0.4	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	3	1	5	0.6	0.520000	0.666667	1.000000	0.071429	0.133333
5	asynchronous	BDE	3	1	5	0.6	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	3	1	5	0.8	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	BDE	3	1	5	0.8	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	3	1	10	0.4	0.520000	0.666667	1.000000	0.071429	0.133333
5	asynchronous	BDE	3	1	10	0.4	0.520000	0.666667	1.000000	0.071429	0.133333
5	asynchronous	MDL	3	1	10	0.6	0.480000	0.600000	1.000000	0.142857	0.250000
5	asynchronous	BDE	3	1	10	0.6	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	3	1	10	0.8	0.520000	0.600000	1.000000	0.071429	0.133333
5	asynchronous	BDE	3	1	10	0.8	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	3	1	15	0.4	0.520000	0.666667	0.666667	0.142857	0.235294
5	asynchronous	BDE	3	1	15	0.4	0.520000	0.666667	0.666667	0.142857	0.235294
5	asynchronous	MDL	3	1	15	0.6	0.640000	0.733333	0.000000	0.000000	0.000000
5	asynchronous	BDE	3	1	15	0.6	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	3	1	15	0.8	0.480000	0.600000	1.000000	0.142857	0.250000
5	asynchronous	BDE	3	1	15	0.8	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	3	1	20	0.4	0.480000	0.600000	1.000000	0.142857	0.250000
5	asynchronous	BDE	3	1	20	0.4	0.480000	0.600000	1.000000	0.142857	0.250000
5	asynchronous	MDL	3	1	20	0.6	0.600000	0.666667	0.333333	0.071429	0.117647
5	asynchronous	BDE	3	1	20	0.6	0.640000	0.733333	0.000000	0.000000	0.000000
5	asynchronous	MDL	3	1	20	0.8	0.600000	0.800000	0.333333	0.071429	0.117647
5	asynchronous	BDE	3	1	20	0.8	0.600000	0.800000	0.333333	0.071429	0.117647
5	asynchronous	MDL	3	2	5	0.4	0.520000	0.666667	1.000000	0.071429	0.133333
5	asynchronous	BDE	3	2	5	0.4	0.520000	0.666667	1.000000	0.071429	0.133333
5	asynchronous	MDL	3	2	5	0.6	0.520000	0.666667	1.000000	0.071429	0.133333
5	asynchronous	BDE	3	2	5	0.6	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	3	2	5	0.8	0.560000	0.733333	0.500000	0.071429	0.125000
5	asynchronous	BDE	3	2	5	0.8	0.520000	0.666667	1.000000	0.071429	0.133333
5	asynchronous	MDL	3	2	10	0.4	0.520000	0.666667	0.666667	0.142857	0.235294
5	asynchronous	BDE	3	2	10	0.4	0.520000	0.600000	1.000000	0.071429	0.133333
5	asynchronous	MDL	3	2	10	0.6	0.440000	0.600000	1.000000	0.214286	0.352941
5	asynchronous	BDE	3	2	10	0.6	0.520000	0.600000	1.000000	0.071429	0.133333
5	asynchronous	MDL	3	2	10	0.8	0.520000	0.600000	0.666667	0.142857	0.235294
5	asynchronous	BDE	3	2	10	0.8	0.560000	0.666667	0.500000	0.071429	0.125000
5	asynchronous	MDL	3	2	15	0.4	0.400000	0.600000	1.000000	0.285714	0.444444
5	asynchronous	BDE	3	2	15	0.4	0.440000	0.600000	1.000000	0.214286	0.352941
5	asynchronous	MDL	3	2	15	0.6	0.560000	0.733333	0.500000	0.142857	0.222222
5	asynchronous	BDE	3	2	15	0.6	0.560000	0.666667	0.500000	0.071429	0.125000
5	asynchronous	MDL	3	2	15	0.8	0.400000	0.533333	1.000000	0.285714	0.444444
5	asynchronous	BDE	3	2	15	0.8	0.480000	0.600000	1.000000	0.142857	0.250000
5	asynchronous	MDL	3	2	20	0.4	0.520000	0.666667	0.600000	0.214286	0.315789
5	asynchronous	BDE	3	2	20	0.4	0.480000	0.600000	0.750000	0.214286	0.333333
5	asynchronous	MDL	3	2	20	0.6	0.480000	0.666667	0.750000	0.214286	0.333333
5	asynchronous	BDE	3	2	20	0.6	0.560000	0.733333	0.500000	0.142857	0.222222
5	asynchronous	MDL	3	2	20	0.8	0.520000	0.666667	0.666667	0.142857	0.235294
5	asynchronous	BDE	3	2	20	0.8	0.560000	0.666667	0.500000	0.071429	0.125000
5	asynchronous	MDL	3	3	5	0.4	0.520000	0.666667	1.000000	0.071429	0.133333
5	asynchronous	BDE	3	3	5	0.4	0.520000	0.666667	1.000000	0.071429	0.133333
5	asynchronous	MDL	3	3	5	0.6	0.520000	0.666667	1.000000	0.071429	0.133333
5	asynchronous	BDE	3	3	5	0.6	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	3	3	5	0.8	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	BDE	3	3	5	0.8	0.560000	0.666667	0.000000	0.000000	0.000000
5	asynchronous	MDL	3	3	10	0.4	0.440000	0.600000	1.000000	0.214286	0.352941
5	asynchronous	BDE	3	3	10	0.4	0.440000	0.600000	1.000000	0.214286	0.352941
5	asynchronous	MDL	3	3	10	0.6	0.480000	0.600000	0.750000	0.214286	0.333333
5	asynchronous	BDE	3	3	10	0.6	0.560000	0.666667	0.500000	0.071429	0.125000
5	asynchronous	MDL	3	3	10	0.8	0.600000	0.733333	0.333333	0.071429	0.117647
5	asynchronous	BDE	3	3	10	0.8	0.560000	0.666667	0.500000	0.071429	0.125000
5	asynchronous	MDL	3	3	15	0.4	0.440000	0.600000	0.800000	0.285714	0.421053
5	asynchronous	BDE	3	3	15	0.4	0.440000	0.600000	0.800000	0.285714	0.421053
5	asynchronous	MDL	3	3	15	0.6	0.400000	0.533333	0.833333	0.357143	0.500000
5	asynchronous	BDE	3	3	15	0.6	0.560000	0.733333	0.500000	0.142857	0.222222
5	asynchronous	MDL	3	3	15	0.8	0.520000	0.666667	0.600000	0.214286	0.315789
